run_id,role,encoder,update,schedule,seed,biored_macro_f1_ex_neg,bc5cdr_macro_f1,bc5cdr_drug_disease_f1,kb_hit_A_setvalued,kb_pmass_B_setvalued,kb_auc_C_setvalued,n_targets_evaluable
PB_PB_FT_T1B_s18,main,PB,FT,T1B,18,0.40118604443580785,0.17315814818850944,0.6565805467194248,0.030864197530864196,0.10000899455540262,0.11293581065393458,162
PB_PB_FT_T1B_s19,main,PB,FT,T1B,19,0.34717894467857446,0.1653005834993013,0.6367600360206644,0.030864197530864196,0.10673141802436914,0.11432039221319212,162
PB_PB_FT_T1B_s20,main,PB,FT,T1B,20,0.376733484609092,0.16335637849203669,0.6384403019716107,0.25925925925925924,0.24451073556333597,0.5896152542406485,162
PB_PB_FT_T1F_s01,main,PB,FT,T1F,1,0.3248968401686811,0.21377982311543428,0.8028701638708426,0.808641975308642,0.6455133303584543,0.7990497307770981,162
PB_PB_FT_T1F_s02,main,PB,FT,T1F,2,0.2803923846296417,0.21956745923417756,0.8399158400961827,0.037037037037037035,0.2699779537980686,0.1287705075902294,162
PB_PB_FT_T1F_s03,main,PB,FT,T1F,3,0.2115105624180297,0.1871691725175264,0.6755190157922754,0.04938271604938271,0.19724142127440392,0.16132374788382664,162
PB_PB_FT_T1F_s04,main,PB,FT,T1F,4,0.34488163262898963,0.21332265896433245,0.8036848792884371,0.8580246913580247,0.6606549221223197,0.7547912391216665,162
PB_PB_FT_T1F_s05,main,PB,FT,T1F,5,0.28277807361052987,0.21073618085954068,0.8238148126497925,0.5432098765432098,0.45653686880415745,0.8279877656201278,162
PB_PB_FT_T1F_s06,main,PB,FT,T1F,6,0.3391062998845415,0.21503335892212078,0.827180868004285,0.8888888888888888,0.6303506030357604,0.8999955588998805,162
PB_PB_FT_T1F_s07,main,PB,FT,T1F,7,0.33567849833951063,0.21841964883092416,0.8428415174716481,0.7345679012345679,0.554504440114316,0.8677654001672064,162
PB_PB_FT_T1F_s08,main,PB,FT,T1F,8,0.2486702721630612,0.2208693350843575,0.8438871473354232,0.24691358024691357,0.2612465878633817,0.5828077899834572,162
PB_PB_FT_T1F_s09,main,PB,FT,T1F,9,0.2965127351855005,0.19580750874387326,0.7454627494234433,0.30246913580246915,0.2883455873277314,0.5788590453619117,162
PB_PB_FT_T1F_s10,main,PB,FT,T1F,10,0.29437489436414666,0.19967305875179336,0.767561779706388,0.2716049382716049,0.31024945746635857,0.6079197905089219,162
PB_PB_FT_T1F_s11,main,PB,FT,T1F,11,0.21509591551765256,0.21003719078205899,0.8003845481559168,0.3271604938271605,0.3331007422303729,0.6852182863204066,162
